ID,WL,U,V,Sal,Temp,TRACE_1,WQ_1,WQ_2,WQ_3,WQ_4,WQ_5,WQ_6,WQ_7,WQ_8,WQ_9,WQ_10,WQ_11,WQ_12,WQ_13,WQ_14,WQ_15,WQ_16,WQ_17,WQ_18,WQ_19,WQ_20,WQ_21,WQ_22,WQ_23,WQ_24
20,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
21,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
22,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
23,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
24,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
25,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
26,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
27,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
28,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
29,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
30,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
31,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
32,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
33,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
34,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
35,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
36,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
37,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
38,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
39,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
40,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
41,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
42,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
43,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
44,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
45,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
46,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
47,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
48,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
49,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
50,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
51,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
52,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
53,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
54,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
55,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
56,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
57,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
58,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
59,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
60,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
61,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
62,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
63,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
64,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
65,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
66,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
67,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
68,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
69,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
70,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
71,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
72,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
73,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
74,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
75,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
76,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
77,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
78,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
79,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
80,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
81,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
82,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
83,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
84,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
85,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
86,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
87,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
88,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
89,0.8100,0.0000,0.0000,34.2868,23.2190,0.0000,0.7000,0.3000,0.0000,228.1857,44.7854,0.7143,1.3929,0.2484,0.0248,100.0000,71.0000,5.3571,6.6066,0.2597,0.3247,150.0000,12.5000,0.0649,3.5500,0.2752,0.2064,0.5504,3.7841,2.0641
